operating_cash_flow,investing_cash_flow,fixed_asset_expenditure,financing_cash_flow,cash_and_equivalents_beginning,fx_rate_effect_on_cash,cash_and_equivalents_changes,cash_and_equivalents_ending,ticker_code,year
160125322,15332152.0,-4949779.0,-271763496.0,123792524,7858.0,,7212429,HDTX,2017
542268,495730.0,-499080.0,,183189,22.0,,226399,HERO,2017
58517318,1280717.0,-1259405.0,-16832096.0,18030336,-593540.0,,57862613,HEXA,2017
23376520,22247524.0,-31987163.0,3503027.0,23170419,-27015.0,-2630.0,18033158,HITS,2017
15376315,1141933.0,-381049.0,-12549712.0,5056183,,,7501737,HMSP,2017
-115201632290,384225364.0,-15685709995.0,164730567619.0,2467386813,,,36310612147,HOKI,2017
4786256810,31367490150.0,-18247983196.0,11015150708.0,3416110674,,,969534996,HOME,2017
30664411493,29117564205.0,-29117564205.0,-4388505879.0,9175857106,,,6334198515,HOTL,2017
-148210309218,20056308020.0,-20373916455.0,234385593257.0,21071062095,,,86872429679,HRTA,2017
54109071,869152.0,-8124270.0,-10651432.0,231019743,,,266353112,HRUM,2017
5511792,84299.0,-89373.0,-5270281.0,178143,,,330281,IATA,2017
190576457291,2681499000.0,-24602855094.0,-150112859779.0,15695496948,-37940979.0,,31518298387,IBFN,2017
484000961201,541505334294.0,-541869218008.0,-35984753300.0,317446468527,,,223593458420,IBST,2017
5174368,1523515.0,-2949740.0,-1815525.0,8371980,15607.0,0.0,8796690,ICBP,2017
19670433200,1924202383.0,-1620926544.0,-22215156039.0,20060472639,,,15894823256,ICON,2017
222217510326,321980812829.0,-335982183762.0,120163728630.0,108921038986,,,115320094180,IDPR,2017
88100059088,25718580587.0,-45236088687.0,-3875637192.0,103689388913,69846331.0,,142747568453,IGAR,2017
-3829837721,80268000.0,-39358909.0,-594091600.0,5360862831,6303839.0,,903878440,IIKP,2017
-22052766,76600.0,434489.0,21707823.0,135846,0.0,0.0,225392,IKAI,2017
-8293984,8671551.0,-8537279.0,-1774800.0,21187398,-120589.0,,2460746,IKBI,2017
-601612476031,1322744541210.0,-1127341165003.0,1469907909496.0,1568759194124,-7537020360.0,,1302176442226,IMAS,2017
-618632856332,978622528399.0,-862975522799.0,1225535233352.0,614510651907,906742097.0,,359344248225,IMJS,2017
20613985520,65438768264.0,-123689380301.0,-67621875493.0,521518174896,4222254040.0,,355043158662,IMPC,2017
51365012507,3912130870.0,-659210680.0,-37652738326.0,23781870231,-3450601315.0,,33384332417,INAI,2017
54345870983,4229327195.0,-4229327195.0,29216048933.0,30338590016,,,109671182737,INCF,2017
12507667355,8751515700.0,-7891943880.0,1707062282.0,41723287651,109918212.0,,48155991620,INCI,2017
152561,74614.0,-74614.0,-41728.0,185560,-80.0,,221699,INCO,2017
6507803,6358639.0,-6057774.0,-155600.0,13362236,33333.0,,13689998,INDF,2017
71761852,10503444.0,-16019816.0,-59192419.0,24825449,248224.0,,21623290,INDR,2017
320252084705,16032964782.0,-20580802443.0,-230065989081.0,210911095192,,,280516388373,INDS,2017
-8765519894,1258439263.0,33705049508.0,-1300000.0,4034768436,,,28972998050,INDX,2017
185724488,65583509.0,-332809326.0,524392764.0,244390164,347264.0,,622045354,INDY,2017
665746,111079.0,-367033.0,110016.0,210935,439.0,,620103,INKP,2017
974511,,-1038044.0,-101955.0,2930188,8616.0,,2773316,INPC,2017
211480891922,43212104208.0,-579350891053.0,567906561863.0,247903815289,-7714812829.0,,440225565192,INPP,2017
-9540,10638.0,-31297.0,40367.0,1356,,,886,INRU,2017
563853,20940.0,-126717.0,-449718.0,136643,11472.0,,135533,INTA,2017
3505383443,73461364.0,145629545.0,,8207163591,4055379.0,,11862231958,INTD,2017
2781805,769019.0,-760688.0,-3424549.0,9674030,24293.0,,8294891,INTP,2017
-7149763,,,439531825.0,56206569,,,488588631,IPCM,2017
8384319,7456020.0,-7009134.0,-3940456.0,13516650,602750.0,,11554129,IPOL,2017
8960936,5831242.0,-6772642.0,-2115406.0,1850425,3003.0,,1926316,ISAT,2017
743427,52051.0,-215484.0,-388857.0,31338,65.0,,170489,ISSP,2017
-128389,0.0,1126823.0,-985310.0,46122,,,59246,ITMA,2017
318977,47092.0,-73825.0,-199050.0,328085,43.0,,374230,ITMG,2017
-156231590180,31528790858.0,-85019171458.0,242051630533.0,5988482405,,,6789351300,JAWA,2017
85948536,68349222.0,-68833048.0,-116737156.0,160862838,,,61241170,JECC,2017
10456411646,17581727402.0,-10368066458.0,3604526756.0,13990565036,,,17683436980,JGLE,2017
429287424,66420526.0,-302049788.0,-257352884.0,391561415,576538.0,,262022705,JIHD,2017
-170875127,149535447.0,-262037657.0,4605536.0,740194002,111696448.0,,423583202,JKON,2017
1047654105,,,,9317571509,,,10365225614,JKSW,2017
770662,1537286.0,-1364166.0,-467181.0,2701265,1526.0,,1642106,JPFA,2017
587559175,43484922.0,-180674925.0,-25433111.0,342704464,1360.0,,724156963,JRPT,2017
61278615330,76922644394.0,-101358973723.0,-4051763632.0,53355197696,,,9223075671,JSKY,2017
4356185866,146597897.0,-12678337851.0,11185412771.0,4124886070,,-115125928.0,6873020928,JSMR,2017
165401911,340880770.0,-398316611.0,26957598.0,804295293,1578309.0,,599916500,JSPT,2017
128033765711,37732775227.0,-38903109809.0,-110157971698.0,126411667246,-39754313.0,,105344597137,JTPE,2017
5241243654,751823255820.0,-810236662008.0,1146948510723.0,647683951012,,,989637043381,KAEF,2017
3521291,30343.0,-871974.0,-1412392.0,886814,-16675.0,,2107064,KARW,2017
-65871447329,87756173099.0,-56311152903.0,112731609296.0,154624369811,-865281112.0,,144308097763,KBLI,2017
-5645375903,2469973088.0,-3049973088.0,65620052085.0,69819512096,63217274.0,,126807432464,KBLM,2017
-367118,244708.0,-147178.0,534132.0,98469,594.0,,118899,KBLV,2017
21819141542,243500000.0,-243500000.0,-20062574156.0,525306367,,,2038373753,KBRI,2017
-61261640106,68848496247.0,-83417696231.0,175462154292.0,60238486068,292191960.0,,91313495983,KDSI,2017
-17868868446,11021281955.0,-6707591954.0,,33960630274,,,9384169874,KIAS,2017
6225044449,930675259.0,-971755585.0,-1296993788.0,3526064738,11662041.0,,7494021855,KICI,2017
629665039483,183149568157.0,-911571749441.0,378332884099.0,791865371859,6907535666.0,,895199081666,KIJA,2017
240312298590,54624600124.0,-37205898051.0,-230342414449.0,376655296337,805461809.0,,350224744236,KINO,2017
-36967387530,270633866.0,-34867865151.0,67606536355.0,835456960,,42729039775.0,39335780409,KIOS,2017
20885144,5492811.0,-7588355.0,-8138886.0,13225604,-372446.0,,18011061,KKGI,2017
2008316536066,1163835079101.0,-1113563321510.0,-976386871130.0,2853905140110,8659719349.0,,2780931202885,KLBF,2017
966462775591,80518177668.0,-92172045964.0,-863205347455.0,297959559762,1238227379.0,,310283169313,KMTR,2017
26567257,99441.0,-23755.0,-21603882.0,650167,,195776.0,5785563,KOBX,2017
-16750848583,87290300.0,146193519.0,,41679042281,,,25074387217,KOIN,2017
6675661623,,-1004250000.0,-4702600000.0,15647912923,24301536.0,,16641026082,KONI,2017
190184827,2378288900.0,-2378288900.0,4401583798.0,5501030558,,,7714510283,KOPI,2017
-145077620868,333317169044.353,-809314267786.0,957895502815.0,192620732976,231514486.0,,196355861623,KPIG,2017
-8089711813,434813658.0,-434813658.0,9646958750.0,5054666232,-1444829546.0,,4732269965,KRAH,2017
204160,157374.0,-151995.0,-38772.0,264954,2523.0,,280870,KRAS,2017
191767923569,6893981421.0,-337171303653.0,217630529055.0,90251621065,,38975033281.0,201453803317,KREN,2017
15205278,384600.0,-384600.0,-15287828.0,1059074,,,591924,LAPD,2017
-17940734428,22489356200.0,-22489356200.0,42116820738.0,3430971849,,,5117701959,LCKM,2017
9846076,523509.0,383515.0,-5896703.0,4671311,12496.0,,9016695,LEAD,2017
1547163,924645.0,-970550.0,-357712.0,546680,367.0,,765948,LINK,2017
-11350395302,11193033635.0,-45667345985.0,,209849771599,827978641.0,,153660008953,LION,2017
-16797834611,16592420226.0,-16348462234.0,34437790522.0,4316460576,1004346.0,,5608958599,LMPI,2017
14282754427,9918817953.0,-10191221064.0,-2793750000.0,28812460126,78917011.0,,30189160500,LMSH,2017
-3427301,18704.0,-39288.0,3364894.0,680391,9.0,,578705,LPCK,2017
128680346723,4731323076.0,-96622087452.0,-25487675000.0,17690624602,14056621.0,,24275265494,LPGI,2017
-4507226,1129627.0,-2073113.0,5864108.0,3249702,4689.0,,2538160,LPKR,2017
-57556,3994.0,53768.0,-21243.0,47520,,,22489,LPLI,2017
2213567,294993.0,-914097.0,-1429497.0,1712844,,,1582817,LPPF,2017
-11424583096,24544873.0,24591659127.0,,43297838366,1037358.0,,56465951755,LPPS,2017
9195137559,37730130613.0,-37010130613.0,27397589455.0,17965627321,,,17548223723,LRNA,2017
1261942,95908.0,-524941.0,-248009.0,1140614,3854.0,,1633460,LSIP,2017
74906,162498.0,-133580.0,113434.0,69142,1047.0,,124949,LTLS,2017
-69199537437,121799810095.0,-142504127682.0,212891846058.0,8514709896,,,9702890835,MABA,2017
265893212,346893916.0,-335480726.0,171760804.0,-22845152,1193506.0,,80521644,MAIN,2017
31343661550,51616799634.0,-51616799634.0,22698771578.0,4040920690,,,6466554184,MAMI,2017
254292,250632.0,-256535.0,-36180.0,406950,,,368527,MAPB,2017
1360142,1058794.0,-1070013.0,-523749.0,1525716,-5723.0,,1286373,MAPI,2017
12934539172,4378925540.0,-80382110320.0,22113025792.0,50345905911,,,5011360555,MARI,2017
46139446815,,-23467696423.0,-9612653004.0,4882905880,,,17942003268,MARK,2017
27436450,39198034.0,-24452755.0,-4868327.0,14011150,-15749.0,,12110769,MASA,2017
2350025483,,-2432877015.0,2462026452.0,9222092635,,,11601267555,MAYA,2017
70245150,5798560.0,-12917979.0,-28029611.0,40674357,79338.0,,70051255,MBAP,2017
17681585,10664755.0,-5332124.0,-11588874.0,33677668,131107.0,,34569362,MBSS,2017
-33053446183,24620449209.0,-19988350373.0,51687084130.0,6593262476,,,5238550050,MBTO,2017
-181629013753,6499273850.0,-79067415894.0,371169210880.0,2162430763,,4872061492.0,117507273488,MCAS,2017
1487071,,-760552.0,,2184184,-967.0,,2909736,MCOR,2017
344825610,72423053.0,-123077290.0,-175077579.0,15561332,,,62232073,MDIA,2017
72292157,50295559.0,-61550166.0,-18667941.0,42593423,4898.0,,34672371,MDKA,2017
23574,14073.0,-25095.0,137985.0,64051,,,200515,MDKI,2017
685294026813,228097160596.0,-79564598622.0,68590190020.0,398848586075,1951142368.0,,1075119346654,MDLN,2017
-98973639290,60565967898.0,206988731436.0,-113437107689.0,17045871543,,,11623856000,MDRN,2017
444753985,5485067.0,-243940420.0,121007026.0,164560884,-358490.0,3017593.0,489040578,MEDC,2017
5356122826069,,-1700054007859.0,-982175000000.0,14658139368152,,,17332033186362,MEGA,2017
129919801,58656148.0,-62403674.0,-122486874.0,114436004,,,59465257,MERK,2017
189136749770,280110246746.0,-67156390194.0,-99721468709.0,624321538450,,-9382145616.0,637198283701,META,2017
710993,,-30208.0,-674926.0,58592,21.0,,64472,MFIN,2017
46647016741,42971233510.0,-52654012221.0,658915674.0,22006565162,23231342.0,,16681716698,MFMI,2017
176516634874,,-170562958213.0,-11502940231.0,7808605105,,,2259341535,MGNA,2017
5049117127,26081931257.0,109420341270.0,-26944119292.0,32555664509,43867930.0,,120124871544,MICE,2017
792739,434113.0,-875063.0,100392.0,211041,,,229109,MIDI,2017
769745377540,257155830547.0,-826666461026.0,-621612672503.0,1421663361986,954000.0,,743130559997,MIKA,2017
741835096,729856335.0,-6185027802.0,24531254808.0,5548171689,,,24636233791,MINA,2017
27795714676,15485608574.0,-10241993823.0,-19282216967.0,5828326413,2602413.0,,4102432712,MIRA,2017
3435023363,10250000.0,-21576430173.0,17451900800.0,16003601056,71451694.0,5753372354.0,21138919094,MITI,2017
-76600302026,3874339199.0,-75803124722.0,202898212650.0,11489010688,,,61983796590,MKNT,2017
494278964207,539818288869.0,-517999055393.0,-216432374136.0,2112641475830,2767128787.0,,1875256139295,MKPI,2017
1331611,339723.0,-338349.0,-1173439.0,403231,0.0,,223054,MLBI,2017
-512670,314891.0,-1032571.0,1326709.0,3417015,1342.0,-2318.0,3197507,MLPL,2017
199177868,83849798.0,-97455053.0,-67710854.0,630680756,259082.0,0.0,664951799,MLPT,2017
-15754298,1966583.0,-992422340.0,1105014089.0,104682820,-4102.0,0.0,201516169,MMLP,2017
2197773,572660.0,-726609.0,-1501353.0,499174,,,468985,MNCN,2017
388351,260762.0,236855.0,-669178.0,1285079,,,1241107,MPMX,2017
-142531,57372.0,-375850.0,642668.0,248697,24.0,,373008,MPPA,2017
-10355155394,6837099651.0,-6629199651.0,15479677150.0,24376706961,-18485120.0,,22853543946,MRAT,2017
125125448851,10840633726.0,-568715517462.0,444733441421.0,10109567983,71811389.0,,11324752182,MREI,2017
671427,652731.0,-656819.0,-54137.0,79080,-16.0,,39535,MSKY,2017
78901,51769.0,-87676.0,-463.0,530969,,,521731,MTDL,2017
-30826885408,,34203423100.0,650000000.0,74991681,0.0,,4101529373,MTFN,2017
212558818,19625027.0,-185003071.0,124939241.0,310437081,7421.0,,462939490,MTLA,2017
-3236874964,1290537132.0,-535465332.0,3599465220.0,8976968306,-21199.0,,8804072031,MTRA,2017
-4305453642,10208872409.0,-10537067679.0,-275631973.0,25916983365,,,10798830071,MTSM,2017
-18767463852,274347915.0,-21723921029.0,29102992652.0,15792527801,0.0,0.0,4404135572,MTWI,2017
30976599,2563457.0,-4594308.0,-27054404.0,21694358,-124751.0,,20897494,MYOH,2017
1275530669068,412476764133.0,-526316631073.0,-102040044225.0,1543129244709,11556231676.0,,2201859470155,MYOR,2017
-115543458873,1215268745.0,-1256501986897.0,1721617062581.0,331706910349,,0.0,681278527162,MYRX,2017
122802,46135.0,-46019.0,-65599.0,6300,67.0,,17551,MYTX,2017
308295,,-248510.0,,198975,,,258760,NAGA,2017
-20997272667,993202721.0,-477793202721.0,420806322640.0,81291722534,,,3307569786,NASA,2017
46689475865,31585068915.0,-27495285403.0,-20977170030.0,43923698841,4026678.0,,42144745951,NELY,2017
-11298715,1754586.0,-1742324.0,6430268.0,21113619,,,14502848,NIKL,2017
16446784,13800553.0,-16389683.0,-42198897.0,56287354,-3741047.0,,10404511,NIPS,2017
35951278367,6541379210.0,-472267539515.0,945927344241.0,956494000444,,,1466105083537,NIRO,2017
-339906,,2098740.0,1363851.0,10029780,,,13152465,NISP,2017
969073,,-192497.0,0.0,2515054,-1646.0,,3289984,NOBU,2017
224101899245,33259366419.0,48508174823.0,-82517014061.0,446727061674,37176206.0,20000000000.0,656857297887,NRCA,2017
-23796097834,631177273.0,3226972727.0,-5915845.0,40035286157,,,19460245205,OASA,2017
-19160580113,153256996.0,8689045804.0,11567635618.0,12500552640,1838787.0,,13598492736,OCAP,2017
9165072,1549068.0,-3289440.0,-4752525.0,4290404,-111029.0,,5302482,OKAS,2017
-12051139869,8817943426.0,-28076624147.0,26375100004.0,54787653230,125914472.0,,41160903690,OMRE,2017
28374535510,235933000.0,-25201385164.0,-1808143843.0,29858972162,,,31223978665,PADI,2017
93934411,81674145.0,525735178.0,-941282345.0,439520994,,,117908238,PALM,2017
90906960,19860021.0,-150866482.0,220112378.0,288861687,967035.0,,449981578,PANR,2017
-109802668326,2815636775.0,-2146531230.0,119175438000.0,15219197700,,,22445436144,PANS,2017
147174123,35691679.0,-24788955.0,174689961.0,21910910,,,318986039,PBID,2017
217456078645,2047608687.0,-112906765521.0,-29750000000.0,103210494949,1416747006.0,,179426555079,PBSA,2017
-13372847652,,-18678216362.0,92618936696.0,4667697507,,,65235570189,PCAR,2017
71949074561,3021968496.0,-80303984938.0,-1453657526.0,19867218409,252061751.0,,10310712257,PDES,2017
107162797659,125667870.0,127860831.0,-7083542640.0,40993664674,,,141200780524,PEGE,2017
577904469,261470650.0,-189377353.0,-647858950.0,1304043250,-18382505.0,,1026328911,PGAS,2017
10706016170,2669110841.0,-12425584559.0,1669319078.0,7896542425,,,7846293114,PGLI,2017
2326543149,6229374135.0,-6229374135.0,772152127.0,15448976566,,-1008000.0,12317289707,PICO,2017
224409067369,261094223005.0,-363617218376.0,-189599999938.0,753938901799,285652935.0,,425416403789,PJAA,2017
4566815,,4092000.0,-9710957.0,1868277,,,816135,PKPK,2017
26706582487,1059835688.0,-1059835688.0,-35000283051.0,23617049991,,,14263513739,PLAS,2017
452413654,75317160.0,-117157032.0,-240516009.0,394917680,,,489658293,PLIN,2017
-7087172,,-50093.0,208032.0,25150092,-441048.0,,17779811,PNBN,2017
258337781,,-8704857.0,30339083.0,775281673,,,1055253680,PNBS,2017
-436096,14535.0,-1076316.0,-98167.0,5674755,-432.0,,4063744,PNIN,2017
-435678,14209.0,-279722.0,-98167.0,4287000,-195.0,,3473238,PNLF,2017
41397306907,32881570197.0,-45978816.0,-30596583894.0,65222674293,,,75977418500,PNSE,2017
18676931,2538928.0,-2538928.0,5406529.0,3468469,-18772416.0,,6240585,POLY,2017
89726806568,201541997.0,-348904637826.0,111969161162.0,186809973191,,35212478354.0,74813781448,POOL,2017
129665432,103428707.0,-116438640.0,-134161147.0,275162899,391801.0,0.0,154620345,PORT,2017
147204892,98498689.0,-100349039.0,-71463093.0,221585981,1062281.0,,198041022,POWR,2017
351135293720,872072498477.0,-1657134291496.0,2211455178211.0,210955959903,,16046993657.0,1132459133995,PPRE,2017
67549078307,252838184665.0,-2408883533525.0,2713353437545.0,624472314516,,,996491296843,PPRO,2017
-1995105496,188000000.0,-188000000.0,-11824282805.0,59266373018,,,45258984717,PRAS,2017
93470,199479.0,-409105.0,-73426.0,1177490,,,788429,PRDA,2017
22123837863,25411596865.0,-25318346950.0,4512728999.0,1191337619,,,2509557531,PRIM,2017
48492367,35124786.0,-72687777.0,42725226.0,13095312,-697.0,,31624431,PSAB,2017
-24864871829,7466717194.0,-7584673611.0,-13771048196.0,96055895967,134474426.0,,49969776757,PSDN,2017
-6160794267,5297236627.0,109777064653.0,-102107105539.0,8041847327,,,9551012174,PSKT,2017
15833355,15745940.0,-15445940.0,5414951.0,8536328,-24241.0,0.0,14314453,PSSI,2017
2415444,677186.0,-536264.0,-2006843.0,3674687,8382.0,0.0,3555406,PTBA,2017
4132334,8504.0,-8504.0,-4210476.0,525995,-1394.0,,437955,PTIS,2017
1462721816743,,-3903484063010.0,2695858445661.0,9125168951448,3228788096.0,0.0,9383493938938,PTPP,2017
52203,49648.0,-49299.0,-11842.0,66425,,,57487,PTRO,2017
6909149,12699720.0,-7057326.0,-12400.0,1792262,,,1631685,PTSN,2017
57051249,32696472.0,-35583032.0,-12924286.0,14219285,722.0,,22763938,PTSP,2017
55237701512,63012487167.0,-61316937167.0,-52736045335.0,91303402642,-31907646.0,,32456214006,PUDP,2017
2258239457,139033380.0,-1030777098.0,-257289968.0,2448187042,-4830113.0,,3413529320,PWON,2017
20930568344,3303808235.0,-2587166306.0,-19328845407.0,1365089257,,,379645888,PYFA,2017
-8483661,824125.0,40747026.0,-32399525.0,12987329,,,12851169,RAJA,2017
851579,140144.0,-461407.0,-242021.0,603750,,,751901,RALS,2017
128715209680,41941365512.0,-45495752734.0,-17842593842.0,101362158694,,,166739021798,RANC,2017
15328618391,,-33732279768.0,11108956000.0,17131245214,,,9836539837,RBMS,2017
254500875679,2383993450.0,-194774597948.0,-23469557223.0,459932108871,,12000000.0,496200829379,RDTX,2017
212819926508,43375938666.0,-32147924016.0,-165453904331.0,62292801654,-258691119.0,,77252208696,RICY,2017
22136,2064288.0,-132291.0,-3962435.0,6904059,,,2831469,RIGS,2017
102654291313,6256298809.0,-12259357080.0,244215641966.0,115331784,,,334725907983,RIMO,2017
6706,780879.0,-674164.0,1613081.0,-1082279,,,-136656,RMBA,2017
-74589495391,337662895.0,33992857453.0,47425575067.0,97736795833,8378407.0,,104574111369,RODA,2017
370617213073,239718652189.0,-369535482630.0,1282056152415.0,610989176180,942509002.0,,1895069568040,ROTI,2017
31415476036,12293994447.0,-8386938950.0,-10336300795.0,57110411569,87433480.0,,69890081340,RUIS,2017
-6232505010,1695000000.0,-34805564728.0,39886870036.0,1830592781,,,679393079,SAFE,2017
66255296191,78414149091.0,-77971149091.0,29939732081.0,46117473857,,,64341353038,SAME,2017
389632487,53066054.0,-276646954.0,-248187196.0,365404181,573088.0,,230775606,SCBD,2017
-70250625762,67350919891.0,-65286676255.0,-52291861490.0,965366911708,287140340.0,,777824888541,SCCO,2017
1250519493,136539009.0,-526488902.0,-1000202530.0,454731888,-219857.0,55176658.0,233516750,SCMA,2017
227833077,26106305.0,-26000304.0,-247964600.0,68229474,-183.0,,22097464,SCPI,2017
20897380933,36804000.0,11966406000.0,-31497014642.0,3877981853,,,5244754144,SDMU,2017
-20717530026,6614766144.0,-60566916144.0,104185617118.0,33560193646,436980.0,,56461801574,SDPC,2017
551804,,-852655.0,1447100.0,2221560,,,3367809,SDRA,2017
810464371,283193912.0,-617525847.0,-585495488.0,897018175,20640.0,,504481851,SGRO,2017
49533728753,60167947267.0,39832052733.0,-84907456339.0,10036798114,-23310077.0,,14471813184,SHID,2017
17415667,31216679.0,-29962092.0,12677522.0,4000102,,72567.0,4203766,SHIP,2017
640695,216237.0,-350264.0,-384739.0,997135,25.0,,902852,SIDO,2017
225781,957864.0,-3077781.0,3040021.0,740437,1680.0,,930138,SILO,2017
24357757,,-45396105585.0,45416105585.0,101928000,,,146285757,SIMA,2017
2002390,402321.0,-1881237.0,267280.0,1867975,4198.0,,2260606,SIMP,2017
-54375,165853.0,23747.0,-118717.0,397370,,,248025,SIPD,2017
-98662799904,58070648694.0,-325877025615.0,608451943359.0,94527899602,174697025.0,,278614714467,SKBM,2017
2153248753,,-21590639194.0,-21251154670.0,-59493384049,-30417493.0,,-100212346653,SKLT,2017
2346166,967957.0,-1295064.0,-786687.0,350467,1033.0,,615915,SMAR,2017
183236105,379489430.0,-401728609.0,366854111.0,341602275,1071533.0,,491035415,SMBR,2017
818464,428702.0,-293337.0,-292104.0,323829,-2341.0,,554511,SMCB,2017
15842268138,9830405766.0,-9826999107.0,-14730718738.0,83346355973,,,74630906266,SMDM,2017
25503745,20150571.0,-6517324.0,-17685132.0,70175484,1912824.0,,73389597,SMDR,2017
2745186809,3490943691.0,-3490036160.0,1548165096.0,2834444371,,,3637760116,SMGR,2017
-1081760,380013.0,707023.0,1364236.0,9553129,930.0,,10543558,SMMA,2017
-9463298519,7868227120.0,7077150426.0,4111873578.0,15681962762,21970045.0,,17429658292,SMMT,2017
-370350666,,-442873466.0,256288734.0,2039256076,,,1482320678,SMRA,2017
17975912,8831650.0,7891228.0,-23553652.0,815861,,,3129349,SMRU,2017
